Ext ID,Museum,Sampling date,Catalogue/accession,Species,Collection notes,Sex,Age,Year,Country,Region,Locality,Oral health,Appearance,Sampling comments,Ext Date,Sample weight (g),Pigmented_extract,Qubit concentration (ng/ul),LP date,Extract vol used,LP copies ,Ind date,LP vol used,Ind cycles,Ind copies,Pool,Pooled volume (ul)
HM_065,NHM London,20230803,NHMUK ZD 1901.11.3.76,Cuniculus paca,A Robert Agonti paca,male,,1901,Brazil(?),Rio Jordao ,Minas,,,very fine powder; not enough?,20230912,0,FALSE,0.224,20230914,20,1.32E+07,20230920_8-8,12,11,3.23E+09,Pool C,4
HM_066,NHM London,20230803,NHMUK ZD 1903.9.4.81,Cuniculus paca,"PO Simmons, O Thomas",male,,1903,Brazil,Espirito Santo,Engenheiso Reeve(?),,,,20230912,0,FALSE,5.24,20230914,20,6.81E+07,20230920_8-8,12,11,4.21E+09,Pool C,4
HM_067,NHM London,20230803,NHMUK ZD 1903.7.1.188,Cuniculus paca,A robert,male,,1903,Brazil,Sao Paulo,,,,very fine powder; not enough?,20230912,0,FALSE,0.432,20230914,20,5.39E+07,20230920_8-8,12,11,3.20E+09,Pool C,4
HM_068,NHM London,20230803,NHMUK ZD 1903.7.7.104,Cuniculus paca,A Robert Percy Slader,female,,1903,Brazil,Matto Grosso,Chapada,,,very fine powder; not enough?,20230831,,FALSE,0.248,,,,,,,,,
HM_070,NHM London,20230803,NHMUK ZD 1887.9.5.6,Camelus dromedarius,Commissary General Simla,,,1887,India,Punjab,,,,,20230830,0.019,FALSE,7.22,20230906,20,6.77E+07,20230920_8-8,12,11,1.85E+09,Pool C,4
HM_073,NHM London,20230803,NHMUK ZD 1887.9.5.3,Camelus dromedarius,Commissary General Simla,,,1887,India,Punjab,,,,,20230830,0.019,FALSE,8.41,20230906,20,7.89E+06,20230920_8-8,12,11,2.41E+05,,
HM_074,NHM London,20230803,NHMUK ZD 1887.9.5.2,Camelus dromedarius,,,,1887,India(?),Punjab,,,,probably same collector as previous 87.9.5,20230830,0.018,FALSE,4.97,20230906,20,9.55E+06,20230920_8-8,12,11,7.70E+08,Pool D,5
HM_076,NHM London,20230803,NHMUK ZD 1846.10.26.41,Camelus dromedarius,Label is 46.10.26.41,,,1846,,,,,,check register for metadata,20230830,0.015,FALSE,0.672,20230906,20,1.47E+07,20230920_8-8,12,11,6.02E+08,Pool D,5
HM_077,NHM London,20230804,NHMUK ZD 1887.6.18.2,Otaria flavescens,,,,1887,Chile,Cochimbo bay,,,,,20230831,0.005,FALSE,2.61,20230906,20,6.29E+07,20230920_8-8,12,11,2.47E+09,Pool C,4
HM_078,NHM London,20230804,NHMUK ZE 1959.12.4.7,Otaria flavescens,"BMNH, UK, Pres F.I.D.S.",female,,1959,n/a,,,,,very little,20230831,0,FALSE,1.42,20230906,20,1.27E+08,20230920_8-8,12,11,1.77E+09,Pool C,4
HM_079,NHM London,20230804,NHMUK ZD 1851.5.5.1,Otaria flavescens,Purch Mr Argent Fig Grey,male,,1851,S. America,,,,,very little,20230831,0,FALSE,0.24,,,,,,,,,
HM_080,NHM London,20230804,NHMUK ZD 1984.985,Otaria flavescens,"Peru, 8 May 1983",,,1983,Peru,,,,,very little,20230831,0,FALSE,0.427,20230906,20,7.47E+07,20230920_8-8,12,11,3.78E+09,Pool C,4
HM_081,NHM London,20230804,NHMUK ZD 1984.981,Otaria flavescens,Majluf,,,1983,Peru,,,,,very little,20230831,0.004,FALSE,2.01,20230906,20,2.17E+08,20230920_8-8,12,11,5.88E+09,Pool C,2
HM_082,NHM London,20230804,NHMUK ZD 1984.991,Otaria flavescens,"Majluf, 8 May 1983",female,,1983,Peru,,,,,very little,20230831,0.004,FALSE,3.31,20230906,20,1.73E+08,20230920_8-8,12,11,9.54E+09,Pool C,4
HM_083,NHM London,20230804,NHMUK ZD 1984.980,Otaria flavescens,Majluf,,,1983,Peru,San Juan,,,,large plaque,20230831,0.01,FALSE,18.9,20230906,20,5.52E+07,20230920_8-8,12,11,1.33E+09,Pool C,4
HM_084,NHM London,20230804,NHMUK ZD 1984.983,Otaria flavescens,Majluf,,,1983,Peru,,,,,,20230831,0.005,FALSE,2.89,20230906,20,1.73E+08,20230920_8-8,12,11,3.32E+09,Pool C,4
HM_085,NHM London,20230804,NHMUK ZD 1984.998,Otaria flavescens,Majluf Apr May 1983,,,1983,Peru,,,,,,20230831,0,FALSE,4.37,20230914,20,1.36E+08,20230920_8-8,12,11,2.83E+10,Pool B,3
HM_086,NHM London,20230804,NHMUK ZD 1984.1777,Otaria flavescens,1983 Pta San Juan Majluf,,,1983,Peru,San Juan,,,,difficult to sample; not enough,20230831,0,FALSE,0.094,20230914,20,6.42E+06,20230920_8-8,12,11,8.24E+09,Pool C,4
HM_087,NHM London,20230804,NHMUK ZD 1867.10.5.24,Otaria flavescens,Cape horn June 1862 Suture index 17 purchased from ZSL,male,,1862,Cape horn,,,,,maybe captive?,20230831,0.016,FALSE,5.6,,,,,,,,,
HM_088,NHM London,20230804,NHMUK ZD 2023.71,Otaria flavescens,Discovery expedition,male,,1901-1904,Falkland islands,,,,,,20230831,0,FALSE,0.992,20230914,20,8.69E+07,20230920_8-8,12,11,4.02E+09,Pool C,4
HM_089,NHM London,20230804,NHMUK ZD 1886.12.13.1,Otaria flavescens,"BMNH, UK, Suture index 32",male,,1886,Falkland islands,,,,,,20230831,0.004,FALSE,0.387,20230914,20,1.05E+08,20230920_8-8,12,11,4.37E+09,Pool C,4
HM_090,NHM London,20230804,NHMUK ZD 1880.7.28.16,Otaria flavescens,,,,1880,Strait of Magellan,,,,,"Older otaria had calculus like we've seen before: brown/black, dustry plaques that fall off with slight pressure. Newer specimens (84 accession) did not. Preparation difference?",20230831,0.012,FALSE,22.2,20230914,20,1.41E+08,20230920_remainder,12,11,3.01E+10,Pool B,3
LB_1,,,,Library blank,,,,,,,,,,,20230612,,FALSE,,20230612,,1.77E+04,20230616,18,10,3.18E+07,Pool B,1
LB_11,,,,Library blank,,,,,,,,,,,20230719,,FALSE,,20230719,,2.86E+03,20230920_remainder,12,11,9.85E+08,Pool D,1
LB_12,,,,Library blank,,,,,,,,,,,20230721,,FALSE,,20230721,,8.32E+03,20230920_3-3,10,11,2.04E+10,Pool A,1
LB_13,,,,Library blank,,,,,,,,,,,20230726,,FALSE,,20230726,,3.16E+03,20230920_remainder,12,11,2.25E+08,Pool D,1
LB_14,,,,Library blank,,,,,,,,,,,20230727,,FALSE,,20230727,,3.32E+04,20230905,12,11,3.58E+07,Pool D,1
LB_15,,,,Library blank,,,,,,,,,,,20230801,,FALSE,,20230801,,9.26E+04,20230905,12,11,1.85E+09,Pool A,1
LB_16,,,,Library blank,,,,,,,,,,,20230809,,FALSE,,20230809,,2.40E+03,20230907,12,11,6.79E+07,Pool D,1
LB_17,,,,Library blank,,,,,,,,,,,20230810,,FALSE,,20230810,,7.19E+04,20230908,12,11,2.24E+10,Pool A,1
LB_18,,,,Library blank,,,,,,,,,,,20230811,,FALSE,,20230811,,3.78E+04,20230920_remainder,12,11,6.42E+10,Pool A,1
LB_19,,,,Library blank,,,,,,,,,,,20230815,,FALSE,,20230815,,2.24E+04,20230907,12,11,3.51E+08,Pool B,1
LB_2,,,,Library blank,,,,,,,,,,,20230613,,FALSE,,20230613,,1.52E+03,20230616,18,10,4.45E+07,Pool B,1
LB_20,,,,Library blank,,,,,,,,,,,20230816,,FALSE,,20230816,,1.08E+06,20230908,12,11,5.46E+10,Pool A,1
LB_21,,,,Library blank,,,,,,,,,,,20230821,,FALSE,,20230821,,1.65E+04,20230908,12,11,3.16E+07,Pool D,1
LB_23,,,,Library blank,,,,,,,,,,,20230824,,FALSE,,20230824,,1.65E+04,20230920_7-7,12,11,8.53E+07,Pool C,1
LB_24,,,,Library blank,,,,,,,,,,,20230830,,FALSE,,20230830,,1.73E+05,20230920_7-7,12,11,2.99E+08,Pool C,1
LB_25,,,,Library blank,,,,,,,,,,,20230831,,FALSE,,20230831,,2.80E+04,20230920_7-7,12,11,7.27E+09,Pool A,1
LB_26,,,,Library blank,,,,,,,,,,,20230906,,FALSE,,20230906,,6.01E+04,20230920_8-8,12,11,7.03E+07,Pool C,1
LB_27,,,,Library blank,,,,,,,,,,,20230912,,FALSE,,20230912,,3.76E+04,20230920_8-8,12,11,2.54E+07,Pool C,1
LB_28,,,,Library blank,,,,,,,,,,,20230914,,FALSE,,20230914,,4.03E+04,20230920_remainder,12,11,1.40E+10,Pool A,1
LB_3,,,,Library blank,,,,,,,,,,,20230619,,FALSE,,20230619,,4.35E+03,20230622,18,11,3.89E+07,Pool D,1
LB_4,,,,Library blank,,,,,,,,,,,20230620,,FALSE,,20230620,,2.48E+04,20230622,18,11,4.26E+07,Pool D,1
LB_5,,,,Library blank,,,,,,,,,,,20230628,,FALSE,,20230628,,1.81E+04,20230724,18,11,2.09E+07,Pool D,1
LB_6,,,,Library blank,,,,,,,,,,,20230629,,FALSE,,20230629,,3.67E+03,20230906,12,11,1.97E+08,Pool D,1
LB_7,,,,Library blank,,,,,,,,,,,20230704,,FALSE,,20230704,,3.24E+03,20230906,12,11,1.27E+08,Pool D,1
LB_8,,,,Library blank,,,,,,,,,,,20230706,,FALSE,,20230706,,7.35E+04,20230818,18,11,5.29E+08,Pool B,1
LB_9,,,,Library blank,,,,,,,,,,,20230712,,FALSE,,20230712,,2.79E+03,20230818,18,11,3.87E+08,Pool B,1
MS_001,NMS,20230120,Z.2003.160.2386,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT YY096",male,12 months ,1994,Scotland,St. Kilda,Hirta,,metallic sheen,,20230626,0.014,FALSE,6.7,20230628,20,2.52E+05,20230724,18,11,2.41E+05,,
MS_002,NMS,20230120,Z.2003.160.2233,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT SL014",male,35 months ,1986,Scotland,St. Kilda,Hirta,,,,20230613,0.017,FALSE,0.313,20230619,20,2.94E+05,20230622,18,11,1.63E+06,,
MS_003,NMS,20230120,Z.2003.160.2194,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT QQ043",female,age not known  ,1992,Scotland,St. Kilda,Hirta,,,,20230626,0.013,FALSE,3.9,20230628,20,2.56E+05,20230724,18,11,5.91E+05,,
MS_004,NMS,20230120,Z.2003.160.2740,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OG060",female,131 months ,1995,Scotland,St. Kilda,Hirta,,,,20230626,0.015,FALSE,14.3,20230628,20,7.93E+06,20230905,12,11,1.49E+10,Pool B,3
MS_005,NMS,20230120,Z.2003.160.1962,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT NR049",male,71 months ,1995,Scotland,St. Kilda,Hirta,,,,20230626,0.018,FALSE,2.08,20230628,20,1.85E+06,20230905,12,11,2.64E+10,Pool B,3
MS_009,NMS,20230120,Z.2003.160.2678,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT NY122",female,11 months ,1986,Scotland,St. Kilda,Hirta,,,,20230613,0.021,FALSE,4.67,20230619,20,2.58E+06,20230622,18,11,9.30E+09,Pool C,4
MS_011,NMS,20230120,Z.2025.13,Meles meles, ,,,2010,Scotland,,,,,,20230629,0.015,FALSE,53.2,20230831,4,1.27E+08,20230906,12,11,4.19E+10,Pool B,2
MS_018,NMS,20230120,Z.2025.14,Meles meles, ,,,1990,England,,,,caries lower right molar,,20230629,0.018,FALSE,20.2,20230831,10,7.21E+08,20230906,12,11,7.86E+10,Pool A,3
MS_020,NMS,20230120,Z.1995.144,Meles meles, 3/155,male,,1995,,,Balerno,,,,20230629,0.013,FALSE,23.6,20230831,10,5.41E+08,20230906,12,11,9.29E+10,Pool A,3
MS_022,NMS,20230120,Z.1995.214,Meles meles,"Inverness museum 0281, Collector J. W. Lycett, Head-body length 630, Tail 110, HF (hind foot length) 100, weight 12.8 kg, NH 161 913 Badger 2/394",female,,1988,,,,, ,,20230629,0.014,FALSE,20.4,20230831,10,5.38E+08,20230906,12,11,9.91E+10,Pool A,3
MS_025,NMS,20230124,Z.1896.62,Ovis aries, ,,,<1940,,,,,,,20230713,0.005,FALSE,0.638,20230719,20,1.14E+07,,,,,,
MS_029,NMS,20230124,Z.1886.55.2,Ovis aries, ,,,<1886,,,,,,Probably too little,20230713,0.013,FALSE,8.16,20230719,20,3.91E+07,20230920_remainder,12,11,4.23E+10,Pool B,2
MS_032,NMS,20230124,Z.1929.40.134,Ovis aries,Manx Ram ,,,<1929,,,,,,,20230713,0.021,FALSE,14.6,20230719,20,4.11E+08,20230920_remainder,12,11,1.06E+11,Pool A,2
MS_034,NMS,20230124,Z.1822.19,Acrocodia indica, ,,,<1822,Indonesia,,,,,,20230609,0.022,FALSE,3.82,20230620,20,2.34E+05,20230622,18,11,1.40E+06,,
MS_038,NMS,20230125,Z.1996.83.2,Dugong dugon, S.Hal.d.1,,,1872–1876,Australia,,Knox,,,not sure this is calculus and not discolouration,20230607,0.005,FALSE,0.312,20230612,20,2.63E+05,20230616,18,10,1.92E+09,Pool C,4
MS_039,NMS,20230125,Z.1886.16.3,Dugong dugon, ,,,<1886,,,,,,not sure this is calculus and not discolouration,20230607,0.01,FALSE,0.964,20230612,20,2.20E+06,20230616,18,10,4.42E+09,Pool C,4
MS_051,NMS,20230127,Z.2003.160.329,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OP262",male,70 months ,2002,Scotland,St. Kilda,Hirta,,,,20230713,0.014,FALSE,9.37,20230719,20,9.32E+07,20230920_remainder,12,11,8.30E+09,Pool C,4
MS_053,NMS,20230127,Z.2003.160.335,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT YB130",male,83 months ,2002,Scotland,St. Kilda,Hirta,,,,20230713,0.014,FALSE,5.83,20230719,20,1.01E+08,20230920_remainder,12,11,4.58E+10,Pool A,3
MS_057,NMS,20230127,Z.2003.160.647,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OP187",male,55 months ,1996,Scotland,St. Kilda,Hirta,,dark; coal-like,,20230723,0.016,FALSE,5.38,20230727,20,2.76E+08,20230905,12,11,6.42E+08,Pool D,5
MS_058,NMS,20230127,Z.2003.160.1061,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT YR242",male,35 months ,1999,Scotland,St. Kilda,Hirta,,,,20230723,0.017,FALSE,7.73,20230831,10,1.10E+06,20230920_remainder,12,11,1.88E+09,Pool C,4
MS_060,NMS,20230127,Z.1996.83.6,Dugong dugon, S.Hal.d.3/108,,,<1912,,,,,,,20230609,0.013,FALSE,0.255,20230613,20,2.56E+05,20230616,18,10,3.46E+09,Pool C,4
MS_062,NMS,20230127,Z.1891.55.10,Dugong dugon, ,,,,,,,,,,20230609,0.013,FALSE,1.76,20230613,20,8.97E+05,20230616,18,10,1.29E+10,Pool B,3
MS_063,NMS,20230127,Z.1996.83.3,Dugong dugon,Presented by Sir Wyrille Thomson S.Hal.d.4,,,1872–1876,Australia,Queensland,,,,,20230613,0.019,FALSE,13.6,20230619,20,1.44E+07,20230621,18,12,4.06E+10,Pool B,2
MS_094,NMS,20230503,Z.2003.160.272,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AY096",male,23 months ,2002,Scotland,St. Kilda,Hirta,,,,20230723,0.015,FALSE,3.54,20230727,20,2.67E+05,,,,,,
MS_099,NMS,20230503,Z.2003.160.274,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AY100",male,24 months ,2002,Scotland,St. Kilda,Hirta,,,,20230801,0.012,FALSE,1.94,20230810,20,4.95E+08,20230908,12,11,8.81E+08,Pool D,5
MS_101,NMS,20230503,Z.2003.160.2118,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OL030",male,35 months ,1986,Scotland,St. Kilda,Hirta,,,,20230613,0.013,FALSE,31.2,20230619,20,2.79E+06,20230622,18,11,2.93E+08,Pool D,5
MS_103,NMS,20230503,Z.2003.160.2090,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OK038",female,60 months ,1986,Scotland,St. Kilda,Hirta,,,,20230713,0.02,FALSE,17.1,20230719,20,5.82E+08,20230920_remainder,12,11,2.06E+10,Pool B,3
MS_104,NMS,20230503,Z.2003.160.2091,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OK040",female,108 months ,1986,Scotland,St. Kilda,Hirta,,,,20230713,0.021,FALSE,34.3,20230719,20,3.81E+08,20230920_remainder,12,11,3.60E+09,Pool C,4
MS_105,NMS,20230503,Z.2003.160.2023,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OB009",female,108 months ,1989,Scotland,St. Kilda,Hirta,,,,20230713,0.014,FALSE,4.72,20230719,20,1.95E+08,20230905,12,11,1.57E+09,Pool C,4
MS_106,NMS,20230503,Z.2003.160.2015,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT NY103",female,48 months ,1989,Scotland,St. Kilda,Hirta,,,,20230713,0.018,FALSE,20.5,20230719,20,4.85E+08,20230905,12,11,7.56E+09,Pool C,4
MS_107,NMS,20230504,Z.2003.160.4361,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT BW071",female,83 months ,2016,Scotland,St. Kilda,Hirta,,,,20230713,0.02,FALSE,2.06,20230719,20,1.66E+08,20230905,12,11,3.08E+10,Pool B,3
MS_108,NMS,20230504,Z.2003.160.4353,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT BY505",female,119 months ,2016,Scotland,St. Kilda,Hirta,,,,20230801,0.013,FALSE,3.69,20230810,20,1.32E+07,20230908,12,11,2.20E+09,Pool C,4
MS_109,NMS,20230504,Z.2003.160.4345,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT BO564",female,107 months ,2016,Scotland,St. Kilda,Hirta,,,,20230801,0.02,FALSE,2.48,20230810,20,1.12E+08,20230908,12,11,3.94E+09,Pool C,4
MS_112,NMS,20230504,Z.2019.6.4390,Ovis aries,"Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT CL073",male,11 months ,2017,Scotland,St. Kilda,Hirta,,,,20230719,0.011,FALSE,2.32,20230801,20,4.83E+05,20230920_remainder,12,14,3.18E+05,,
MS_117,NMS,20230504,Z.2014.52.304,Ovis aries,Dick Vet Coll,,,1920-1935,,,,,,white; a lot of glue,20230719,0.023,FALSE,1.38,20230801,20,1.13E+08,20230905,12,11,9.16E+09,Pool C,4
MS_118,NMS,20230504,Z.2014.52.220,Ovis aries,Dick Vet Col,,,1920-1935,,,,,,white; a lot of glue/,20230719,0.018,FALSE,0.353,20230801,20,1.52E+07,20230905,12,11,5.02E+09,Pool C,2
MS_121,NMS,20230504,Z.1929.40.101,Equus caballus, ,,,<1929,,,,,,,20230808,0.023,FALSE,33.1,20230811,20,1.58E+08,20230904,12,11,2.34E+10,Pool B,3
MS_122,NMS,20230504,Z.1929.40.99,Equus caballus,Iceland pony VI; 442 Horse ,,,<1929,,,,,,,20230808,0.016,FALSE,7.12,20230811,20,5.91E+08,20230904,12,11,7.45E+10,Pool A,3
MS_133,NMS,20230523,Z.1921.21,Orcinus orca,"Brought to Olna Station, Shetland, 30 July 1920 by E Paulsen of the Swona, Leith. Presented by C Salvesen and Co. ",,,1920,Scotland,,,,,difficult to sample,20230828,0.01,FALSE,10.6,20230830,20,3.60E+08,20230920_7-7,12,11,4.58E+10,Pool A,3
MS_134,NMS,20230523,Z.2015.179,Orcinus orca,M55/15;  ,,,2015,Scotland,,,,"deposits of different colours, some also on root",,20230828,0.018,FALSE,12.6,20230830,20,1.19E+09,20230920_7-7,12,11,9.45E+10,Pool A,3
MS_135,NMS,20230523,Z.2015.142.78,Orcinus orca,Upper right? ,,,2014,Scotland,,,,textured plaque,,20230828,0.02,FALSE,48.2,20230830,20,1.87E+09,20230920_7-7,12,11,7.17E+10,Pool A,3
MS_137,NMS,20230523,Z.2001.7,Orcinus orca, ,,,1994,Scotland,,,,white,,20230828,0.012,FALSE,23.2,20230830,20,3.28E+08,20230920_7-7,12,11,5.33E+10,Pool A,3
MV_001,NHM Vienna,20230207,NMW 3390,Capreolus capreolus,"Stadtwald zbruck, Gem. GB+PB Bruck a.d. Muv, Steiermark Prof DI Johann Knotek leg. et don.",female,,1927,Austria,Styria,,,,,20230614,0.028,FALSE,3.15,20230620,20,1.20E+06,20230622,18,11,1.89E+06,,
MV_002,NHM Vienna,20230207,NMW 3387,Capreolus capreolus,Hinterhof Stubmin Gem. Turnau GB+PB Bruck a.d. Mur Steiermark 20 Dez 1924 Prof DI Johann Knotek leg. et don.,female,,1924,Austria,Styria,,,,,20230607,0.023,FALSE,3.57,20230612,20,2.53E+06,20230622,18,11,9.10E+07,Pool D,5
MV_003,NHM Vienna,20230207,NMW 3395,Capreolus capreolus,"Frauenberg, GB+PB Bruck a.d. Mur Steiermark 20 Dez 1927 Prof DI Johann Knotek leg. et don.",female,,1927,Austria,Styria,,,,,20230607,0.03,FALSE,3.45,20230612,20,1.59E+06,20230622,18,11,1.67E+06,,
MV_004,NHM Vienna,20230207,NMW 3399,Capreolus capreolus,Bruck a.d. Mur GB+PB Bruck a.d. mur Steiermark Winter 1906 Prof DI Johann Knotek leg. et don.,,,1906,Austria,Styria,,,,,20230605,0.03,FALSE,3.82,20230613,20,1.04E+06,20230622,18,11,1.55E+06,,
MV_005,NHM Vienna,20230207,NMW 72487,Capreolus capreolus,"Achenkirch, Schwaz, Tirol Messner familie leg. et don. Ernst Mikschi Dr.",female,,2016,Austria,Tyrol,,,,,20230614,0.023,FALSE,13.3,20230620,20,2.60E+06,20230622,18,11,1.15E+07,Pool D,5
MV_006,NHM Vienna,20230207,NMW 72488,Capreolus capreolus,"Steinberg am Rofan, Schwaz, Tirol Messner familie leg. et don. Ernst Mikschi Dr.",,,2016,Austria,Tyrol,,,,,20230614,0.022,FALSE,13.8,20230620,20,4.69E+06,20230622,18,11,1.41E+08,Pool D,5
MV_007,NHM Vienna,20230207,NMW 34860,Capreolus capreolus,"Zwischen Sagl u.Bairbach Gem.+GB Telfs, PB Innsbruck, Tirol Dr. K. Bauer leg (BS 80/41) Gew(?)",,,1980,Austria,Tyrol,,,,,20230629,0.013,FALSE,1.61,20230704,20,3.15E+06,20230920_remainder,12,11,2.73E+08,Pool D,5
MV_008,NHM Vienna,20230207,NMW 22727,Capreolus capreolus,AichbergerZeche (umgebunZech-hüte) östl Savalpe GB+PB Wolfsberg Karnten E. Rebasso leget don.,male,,1976,Austria,Carinthia,,,very fine dust; difficult to sample,,20230629,0.007,FALSE,2.44,20230704,20,3.73E+08,20230920_remainder,12,11,1.59E+11,Pool A,2
MV_009,NHM Vienna,20230207,NMW 22726,Capreolus capreolus,ReviewAichberger Zeche (umgbg Zechüte) östl. Savalpe Gem St marein GB+PB Kolfsberg Karnten Erich Rebasso,,,1977,Austria,Carinthia,,,,,20230629,0.013,FALSE,12.4,20230704,20,7.11E+06,20230920_remainder,12,11,1.04E+06,,
MV_010,NHM Vienna,20230207,NMW 22728,Capreolus capreolus,AichbergerZeche (umgebunZech-hüte) östl Savalpe GB+PB Wolfsberg Karnten Erich Rebasso,female,,1977,Austria,Carinthia,,,,,20230627,0.017,FALSE,5.32,20230629,20,5.13E+07,20230906,12,11,1.37E+10,Pool B,3
MV_012,NHM Vienna,20230207,NMW 3400,Capreolus capreolus,"Rettengraben, Kapfenberg, GB+PB Bruck a.d.Mur, Steiermark 3 Aug 1907 Prof DI Johann Knotek leg. et don.",male,,1907,Austria,Styria,,,slightly metallic, ,20230605,0.02,FALSE,13.3,20230613,20,4.94E+04,20230622,18,11,1.51E+06,,
MV_013,NHM Vienna,20230208,NMW 151,Capreolus capreolus,Hofjagol Eisenerx Gem + GB Eisenerz PB leoben Steiermark Familien-Fondgüter Direktion don. (AV 1891 | II),,,1891,Austria,Styria,,,teeth heavily worn,,20230629,0.013,FALSE,3.02,20230704,20,6.35E+07,20230920_remainder,12,11,3.77E+10,Pool B,2
MV_015,NHM Vienna,20230208,NMW 63968,Capreolus capreolus,"Wolfern, OÖ 26 Dez 2002 Blumenschein Johann",female,,2002,Austria,,,,,,20230629,0.019,FALSE,27,20230704,20,2.75E+07,20230920_remainder,12,11,2.24E+10,Pool B,3
MV_016,NHM Vienna,20230208,NMW 63967,Capreolus capreolus,"Wolfern, OÖ 26 Dez 2002 Blumenschein Johann",female,,2002,Austria,,,,teeth heavily worn,,20230629,0.021,FALSE,12.6,20230704,20,3.43E+08,20230920_remainder,12,11,5.78E+10,Pool A,3
MV_018,NHM Vienna,20230208,NMW 63944,Capreolus capreolus,"Sankt Ulrich bei Steyr, OÖ Jagdgesellschaft St. Ulrich 11 Mai 2003 ",female,,2003,Austria,,,,,,20230626,0.013,FALSE,21.2,20230628,20,3.77E+06,20230920_7-7,12,11,6.47E+08,Pool D,5
