Ext.ID	Museum	Sampling.date	Catalogue.accession	Species	Collection.notes	Sex	Age	Year	Country	Region	Locality	Oral.health	Appearance	Sampling.comments	Ext.Date	Sample.weight.g.	Pigmented_extract	Qubit.concentration.ng.ul.	LP.date	Extract.vol.used	LP.copies	Ind.date	LP.vol.used	Ind.cycles	Ind.copies	Pool	Pooled.volume.ul.	Common.name	habitat.general	order	Species_Lintulaakso_et_al	diet_cluster_name	diet_quality	cp	ee	cf	ash	nfe	calculated_species_main_diet	merged_count	unmapped_count	mapped_count	host_count	human_count	phix_count	submitted_F_avlength	submitted_R_avlength	merged_avlength	unmapped_avlength	mapped_avlength	perc_unique	p_OralH	p_OralMM	p_OralTM	p_Rumen	p_Sediment.Soil	p_Skin	p_Unknown	submitted_count	is.blank	failed.repeated	combined.sample	Sample.weight.mg	Age_approximated	DNA_output_ug	DNA_input_ug	bc_output_copies	bc_input_copies	ind_output_copies	efficiency	exp_ind_copies	PC1	PC2	PC1_scaled	PC2_scaled	diet_category
MS_011	NMS	20230120	Z.2025.13	Meles meles	 		0.13	2010	Scotland						20230629	0.016	FALSE	53.2	20230831	4	1.27e+08	20230906	12	11	4.19e+10	Pool B	2	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	7313784	6918999	394785	375583	19202	0	69.6283517860304	66.0451757432147	60.3024236154636	60.5046439521093	57.2187139835607	96.0346041308901	31.5416	1.6075	22.9553	1.151	6.172	3.9378	32.6348	7343100	FALSE	FALSE	FALSE	16	FALSE	2.394	0.2128	5.08e+09	1.524e+09	8.38e+11	0.774657133942061	131075226669.85	55.128047532862	2.68038716537059	2.17343096147857	0.382658180331703	Animalivore
MS_018	NMS	20230120	Z.2025.14	Meles meles	 		0.33	1990	England				caries lower right molar		20230629	0.019	FALSE	20.2	20230831	10	7.21e+08	20230906	12	11	7.86e+10	Pool A	3	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	13527348	13382861	144487	127197	17290	0	71.0077563768063	68.4778409850482	61.8104678019668	61.9433266175297	49.7100292759902	94.4182405474818	37.3175	1.0505	37.5774	1.1728	3.2876	2.188	17.4061	13546789	FALSE	FALSE	FALSE	19	FALSE	0.909	0.202	2.884e+10	8.652e+09	1.572e+12	0.604701226785361	744135735661.115	55.128047532862	2.68038716537059	2.17343096147857	0.382658180331703	Animalivore
MS_020	NMS	20230120	Z.1995.144	Meles meles	 3/155	male	0.28	1995			Balerno				20230629	0.014	FALSE	23.6	20230831	10	5.41e+08	20230906	12	11	9.29e+10	Pool A	3	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	14622668	13393917	1228751	1197592	31159	0	74.0745680688773	71.4477602256288	66.1825703079629	66.0562194016881	67.559849798698	93.9680256243089	24.3675	1.1202	43.1903	0.9194	4.0088	8.0723	18.3216	14672594	FALSE	FALSE	FALSE	14	FALSE	1.062	0.236	2.164e+10	6.492e+09	1.858e+12	0.672373902282803	558359823845.58	55.128047532862	2.68038716537059	2.17343096147857	0.382658180331703	Animalivore
MS_022	NMS	20230120	Z.1995.214	Meles meles	Inverness museum 0281, Collector J. W. Lycett, Head-body length 630, Tail 110, HF (hind foot length) 100, weight 12.8 kg, NH 161 913 Badger 2/394	female	0.35	1988					 		20230629	0.015	FALSE	20.4	20230831	10	5.38e+08	20230906	12	11	9.91e+10	Pool A	3	European badger	Terrestrial	Carnivora	Meles meles	Vermivore-Carnivore	4.6	58.70442	13.25879	2.44115	11.42515	14.17059	Animalivore	13723300	12839983	883317	864471	18845	1	71.8626418529313	69.5647362037929	63.3493771906174	62.8485442698795	70.6295339045892	93.3701998698345	39.0265	1.205	35.5286	0.935	3.2123	1.9731	18.1195	13747601	FALSE	FALSE	FALSE	15	FALSE	0.918	0.204	2.152e+10	6.456e+09	1.982e+12	0.683075693346032	555263558648.655	55.128047532862	2.68038716537059	2.17343096147857	0.382658180331703	Animalivore
MS_025	NMS	20230124	Z.1896.62	Ovis aries	 		0.83	<1940							20230713	0.006	FALSE	0.638	20230719	20	11400000		NA	NA	NA		NA	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	6	TRUE	0.02871	0.01276	4.56e+08	NA	NA	NA	NA	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_029	NMS	20230124	Z.1886.55.2	Ovis aries	 		1.37	<1886						Probably too little	20230713	0.014	FALSE	8.16	20230719	20	39100000	20230920_remainder	12	11	4.23e+10	Pool B	2	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	11714409	11111961	602448	299045	303402	1	60.5759475430702	46.7713224582105	39.3737693467933	40.3059124307582	22.1806877938013	95.85372026027	24.7837	0.1789	20.6873	2.3458	9.8877	2.5042	39.6124	11728174	FALSE	FALSE	FALSE	14	TRUE	0.3672	0.1632	1.564e+09	469200000	8.46e+11	0.976974754902056	40354656399.9301	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_032	NMS	20230124	Z.1929.40.134	Ovis aries	Manx Ram 		0.94	<1929							20230713	0.022	FALSE	14.6	20230719	20	4.11e+08	20230920_remainder	12	11	1.06e+11	Pool A	2	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	476154	467598	8556	6292	2264	0	63.7646651691615	58.3128443580338	51.2801068561852	51.5141980932339	38.4866760168303	96.0238977317519	26.0746	0	17.572	0.7085	1.3226	0.1889	54.1332	476793	FALSE	FALSE	FALSE	22	TRUE	0.657	0.292	1.644e+10	4.932e+09	2.12e+12	0.735369946952345	424188331978.805	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_034	NMS	20230124	Z.1822.19	Acrocodia indica	 		2.01	<1822	Indonesia						20230609	0.023	FALSE	3.82	20230620	20	234000	20230622	18	11	1400000		NA	Malayan tapir	Terrestrial	Perissodactyla	Tapirus indicus	Browser-Grazer	4.7	10.12341	3.73429	21.99719	7.64161	56.50351	Frugivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	23	TRUE	0.1719	0.0764	9360000	4212000	2.8e+07	0.187922618960555	362263028.040293	-12.9667540330975	2.8454567263308	-0.511216085942671	0.406223887047976	Frugivore
MS_035	NMS	20230124	Z.1820.8	Acrocodia indica	donor: Lady Hastings 		2.03	<1820	Indonesia						20230609	0.024	TRUE	1.48	20230620	20	28100	20230622	18	11	1320000		NA	Malayan tapir	Terrestrial	Perissodactyla	Tapirus indicus	Browser-Grazer	4.7	10.12341	3.73429	21.99719	7.64161	56.50351	Frugivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	24	TRUE	0.0666	0.0296	1124000	505800	26400000	0.432675178011482	43502526.0168045	-12.9667540330975	2.8454567263308	-0.511216085942671	0.406223887047976	Frugivore
MS_038	NMS	20230125	Z.1996.83.2	Dugong dugon	 S.Hal.d.1		NA	1872–1876	Australia		Knox			not sure this is calculus and not discolouration	20230607	0.006	FALSE	0.312	20230612	20	263000	20230616	18	10	1.92e+09	Pool C	4	Dugong	Aquatic	Sirenia	Dugong dugon	Browser-Grazer	4.9	15.66575	2.67402	16.13874	10.42347	55.09804	Frugivore	1122876	1100326	22550	8575	13975	0	65.5586377434792	54.9895281487133	47.4484012482233	47.790628413761	30.2874944567628	91.9390655616277	4.8332	0	20.2178	0	0.0851	7.8285	67.0354	1124634	FALSE	FALSE	FALSE	6	NA	0.01404	0.00624	10520000	4734000	3.84e+10	1.45985947111221	271579526.441438	-6.45581182708185	7.5233948296174	-0.254521281532692	1.07405699169594	Frugivore
MS_039	NMS	20230125	Z.1886.16.3	Dugong dugon	 		1.37	<1886						not sure this is calculus and not discolouration	20230607	0.011	FALSE	0.964	20230612	20	2200000	20230616	18	10	4.42e+09	Pool C	4	Dugong	Aquatic	Sirenia	Dugong dugon	Browser-Grazer	4.9	15.66575	2.67402	16.13874	10.42347	55.09804	Frugivore	3156307	3114661	41646	22448	19198	0	72.9810023068153	68.4827789215544	62.1059998282803	62.4100818676575	39.2129136051482	88.2590633191983	18.1686	0.3474	3.6543	2.8608	6.5795	2.1403	66.2492	3161068	FALSE	FALSE	FALSE	11	TRUE	0.04338	0.01928	8.8e+07	39600000	8.84e+10	1.16209965713456	2271767901.7915	-6.45581182708185	7.5233948296174	-0.254521281532692	1.07405699169594	Frugivore
MS_051	NMS	20230127	Z.2003.160.329	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OP262	male	0.21	2002	Scotland	St. Kilda	Hirta				20230713	0.015	FALSE	9.37	20230719	20	93200000	20230920_remainder	12	11	8.3e+09	Pool C	4	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	1632	1587	45	37	8	0	63.6890243902439	57.3506097560976	50.4338235294118	50.4587271581601	49.5333333333333	93.9939024390244	0	0	0	0	0	33.3333	66.6667	1640	FALSE	FALSE	FALSE	15	FALSE	0.42165	0.1874	3.728e+09	1118400000	1.66e+11	0.575469806761653	96190638784.4882	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_053	NMS	20230127	Z.2003.160.335	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT YB130	male	0.21	2002	Scotland	St. Kilda	Hirta				20230713	0.015	FALSE	5.83	20230719	20	1.01e+08	20230920_remainder	12	11	4.58e+10	Pool A	3	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	3529	3297	232	148	84	0	62.6063169768754	46.5558375634518	38.6531595352791	39.3730664240218	28.4137931034483	95.7839819514946	0	0	0	0	0	0	100	3546	FALSE	FALSE	FALSE	15	FALSE	0.26235	0.1166	4.04e+09	1.212e+09	9.16e+11	0.826720395007041	104240928296.495	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_055	NMS	20230127	Z.2003.160.476	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AA043	male	0.24	1999	Scotland	St. Kilda	Hirta				20230723	0.02	TRUE	7.8	20230809	4	1300000	20230907	12	14	267000		NA	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	20	FALSE	0.351	0.0312	5.2e+07	15600000	5340000	-0.0737162460461993	4521274557.8427	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_057	NMS	20230127	Z.2003.160.647	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OP187	male	0.27	1996	Scotland	St. Kilda	Hirta		dark; coal-like		20230723	0.017	FALSE	5.38	20230727	20	2.76e+08	20230905	12	11	6.42e+08	Pool D	5	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	1638546	1542710	95836	73996	21839	1	52.0380859083661	46.5175835676855	38.8104868584709	39.2194683381841	32.2269502066029	94.6411567152712	46.7706	0.2056	13.0375	1.165	5.0197	4.1974	29.6042	1642471	FALSE	FALSE	FALSE	17	FALSE	0.2421	0.1076	1.104e+10	3.312e+09	1.284e+10	0.131091398082156	284856398117.154	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_058	NMS	20230127	Z.2003.160.1061	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT YR242	male	0.24	1999	Scotland	St. Kilda	Hirta				20230723	0.018	FALSE	7.73	20230831	10	1100000	20230920_remainder	12	11	1.88e+09	Pool C	4	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	158	136	22	21	1	0	74.2455089820359	72.0898203592814	68.4113924050633	70.2573529411765	56.9545454545455	93.4131736526946	NA	NA	NA	NA	NA	NA	NA	167	FALSE	FALSE	FALSE	18	FALSE	0.34785	0.0773	4.4e+07	13200000	3.76e+10	1.06089473782402	1135297238.87271	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_060	NMS	20230127	Z.1996.83.6	Dugong dugon	 S.Hal.d.3/108		1.11	<1912							20230609	0.014	FALSE	0.255	20230613	20	256000	20230616	18	10	3.46e+09	Pool C	4	Dugong	Aquatic	Sirenia	Dugong dugon	Browser-Grazer	4.9	15.66575	2.67402	16.13874	10.42347	55.09804	Frugivore	1281618	1263840	17778	7299	10479	0	59.9663986702476	50.7519901109789	43.1814081887115	43.4103035194328	26.2935088311396	92.1624644656842	26.3158	0.9143	11.7	0.3706	0	10.897	49.8023	1283848	FALSE	FALSE	FALSE	14	TRUE	0.011475	0.0051	10240000	4608000	6.92e+10	1.61613024924232	264351174.026647	-6.45581182708185	7.5233948296174	-0.254521281532692	1.07405699169594	Frugivore
MS_062	NMS	20230127	Z.1891.55.10	Dugong dugon	 		NA								20230609	0.014	FALSE	1.76	20230613	20	897000	20230616	18	10	1.29e+10	Pool B	3	Dugong	Aquatic	Sirenia	Dugong dugon	Browser-Grazer	4.9	15.66575	2.67402	16.13874	10.42347	55.09804	Frugivore	4096382	4062236	34146	17020	17125	1	66.8152986682101	63.2601256971343	56.8401687147341	57.6101068475588	26.3969718268611	92.3882802905519	14.8899	0.219	3.5285	3.003	9.6346	2.0958	66.6291	4108606	FALSE	FALSE	FALSE	14	NA	0.0792	0.0352	35880000	16146000	2.58e+11	1.63242178239267	926261730.866805	-6.45581182708185	7.5233948296174	-0.254521281532692	1.07405699169594	Frugivore
MS_063	NMS	20230127	Z.1996.83.3	Dugong dugon	Presented by Sir Wyrille Thomson S.Hal.d.4		NA	1872–1876	Australia	Queensland					20230613	0.02	FALSE	13.6	20230619	20	14400000	20230621	18	12	4.06e+10	Pool B	2	Dugong	Aquatic	Sirenia	Dugong dugon	Browser-Grazer	4.9	15.66575	2.67402	16.13874	10.42347	55.09804	Frugivore	4368486	4348360	20126	10532	9594	0	62.6531528913763	62.1076291058146	55.3570646672554	55.4816712507704	28.4349597535526	95.8918031027166	14.3674	0.4957	49.2302	1.0661	2.7089	5.0079	27.1238	4387893	FALSE	FALSE	FALSE	20	NA	0.612	0.272	5.76e+08	259200000	8.12e+11	0.955810406825347	33422391717.0806	-6.45581182708185	7.5233948296174	-0.254521281532692	1.07405699169594	Frugivore
MS_091	NMS	20230503	Z.2003.160.419	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT YY549	female	0.21	2002	Scotland	St. Kilda	Hirta				20230719	0.013	TRUE	2.85	20230801	10	6.5e+07	20230905	12	11	1.08e+10	Pool C	4	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	3173296	3079434	93862	71745	22117	0	60.0868331861451	56.7499027927983	49.5643983416612	49.9067533189541	38.3323815814707	91.2416932363631	18.5071	0.5765	38.1783	1.1418	2.1311	10.1908	29.2744	3176205	FALSE	FALSE	FALSE	13	FALSE	0.12825	0.0285	2.6e+09	7.8e+08	2.16e+11	0.667372559376004	67085745933.3877	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_092	NMS	20230503	Z.2003.160.421	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT YY557	female	0.21	2002	Scotland	St. Kilda	Hirta				20230723	0.015	TRUE	8.57	20230727	20	3.32e+08	20230905	12	11	3.17e+08	Pool D	5	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	1712927	1627516	85411	60438	24972	1	52.7098688175845	47.4950191758666	39.2470327106759	40.2627009504054	31.3025488520214	94.6467775080814	31.6083	0.5707	11.9326	1.31	11.9326	5.3307	37.3152	1713873	FALSE	FALSE	FALSE	15	FALSE	0.38565	0.1714	1.328e+10	3.984e+09	6.34e+09	0.043140292225323	342653348459.765	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_093	NMS	20230503	Z.2003.160.423	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT YY563	female	0.21	2002	Scotland	St. Kilda	Hirta				20230723	0.019	TRUE	3.82	20230727	20	86300000	20230905	12	11	330000		NA	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	19	FALSE	0.1719	0.0764	3.452e+09	1035600000	6600000	-0.368467614112246	89069228831.5593	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_094	NMS	20230503	Z.2003.160.272	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AY096	male	0.21	2002	Scotland	St. Kilda	Hirta				20230723	0.016	FALSE	3.54	20230727	20	267000		NA	NA	NA		NA	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	16	FALSE	0.1593	0.0708	10680000	NA	NA	NA	NA	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_095	NMS	20230503	Z.2003.160.296	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AY171	male	0.21	2002	Scotland	St. Kilda	Hirta				20230814	0.018	TRUE	8.06	20230821	5	1.73e+08	20230908	12	11	1.29e+09	Pool C	4	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	1063910	465223	598687	589559	9128	0	57.4088585950946	56.0223668903761	49.1249344399432	44.6759532525262	52.5821138591618	80.8641936964221	51.2899	0.0339	3.021	0	1.9348	5.8384	37.8819	1068499	FALSE	FALSE	FALSE	18	FALSE	0.3627	0.0403	6.92e+09	2.076e+09	2.58e+10	0.257448520571587	178551293022.709	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_096	NMS	20230503	Z.2003.160.280	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AY120	male	0.21	2002	Scotland	St. Kilda	Hirta				20230814	0.021	TRUE	5.88	20230821	10	1.63e+08	20230908	12	11	1.6e+10	Pool B	3	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	7001248	6440492	560756	495628	65127	1	62.2074379166282	59.6207720681672	52.9991675769806	53.5797496526663	46.33096569631	94.0384792358633	26.3799	0.2474	11.3991	0.9538	18.1666	13.3727	29.4805	7023499	FALSE	FALSE	FALSE	21	FALSE	0.2646	0.0588	6.52e+09	1.956e+09	3.2e+11	0.589471809618581	168230409032.957	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_097	NMS	20230503	Z.2003.160.284	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AY129	male	0.21	2002	Scotland	St. Kilda	Hirta				20230801	0.017	TRUE	4.07	20230810	10	17200000	20230908	12	11	4e+05		NA	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	17	FALSE	0.18315	0.0407	6.88e+08	206400000	8e+06	-0.255832094499925	17751920462.3734	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_098	NMS	20230503	Z.2003.160.42	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AO062	male	0.21	2002	Scotland	St. Kilda	Hirta				20230801	0.016	TRUE	9.34	20230810	10	4470000	20230908	12	11	133000		NA	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	16	FALSE	0.4203	0.0934	178800000	53640000	2660000	-0.238974250319589	4613435143.41912	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_099	NMS	20230503	Z.2003.160.274	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AY100	male	0.21	2002	Scotland	St. Kilda	Hirta				20230801	0.013	FALSE	1.94	20230810	20	4.95e+08	20230908	12	11	8.81e+08	Pool D	5	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	1298126	1095947	202179	162944	39235	0	46.4162436743598	43.9297378602363	35.8331625743572	36.021517463892	34.9926847001914	94.406061128957	44.3913	0.287	6.7926	0.1674	0.7654	4.5683	43.028	1299078	FALSE	FALSE	FALSE	13	FALSE	0.0873	0.0388	1.98e+10	5.94e+09	1.762e+10	0.103898242057672	510883757492.721	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_100	NMS	20230503	Z.2003.160.41	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AO060	male	0.22	2001	Scotland	St. Kilda	Hirta				20230801	0.012	TRUE	1.73	20230810	10	9460000	20230908	12	11	226000		NA	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	12	FALSE	0.07785	0.0173	378400000	113520000	4520000	-0.254009533306753	9763556254.30534	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_101	NMS	20230503	Z.2003.160.2118	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OL030	male	0.37	1986	Scotland	St. Kilda	Hirta				20230613	0.014	FALSE	31.2	20230619	20	2790000	20230622	18	11	2.93e+08	Pool D	5	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	795913	734446	61467	33715	27752	0	71.3871449177276	71.1497228397324	64.6550012375724	66.3645632218026	44.6573445914068	85.6373425547727	20.0647	5.9061	8.7379	0.0809	0.4045	33.9806	30.8252	799357	FALSE	FALSE	FALSE	14	FALSE	1.404	0.624	111600000	50220000	5.86e+09	0.541384514733708	4319289949.71119	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
MS_102	NMS	20230503	Z.2003.160.2111	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OL011	male	0.37	1986	Scotland	St. Kilda	Hirta				20230814	0.016	TRUE	9.93	20230821	10	2.4e+08	20230908	12	11	2.54e+10	Pool B	3	Domestic sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	9130730	8936433	194297	153525	40772	0	68.7770209404892	68.3216409108579	62.6004345764249	63.0276865501034	43.0133558418298	95.8284563853269	11.8501	0.4844	13.2217	1.0795	19.4893	7.0891	46.7859	9201743	FALSE	FALSE	FALSE	16	FALSE	0.44685	0.0993	9.6e+09	2.88e+09	5.08e+11	0.600385680182481	247701215754.047	-7.92513344217327	-6.52301242082621	-0.312449491101619	-0.931240119145005	Herbivore
